,card_date_week,Title Match,Champion Status,Match Type,Wrestler,Number of Wins,Number of Single Wins,Number of Triple Threat Wins,Number of Fata Fourway Wins,Number of Tag Team Wins,Number of Single Title Wins,Number of Tag Team Title Wins,Number of Single Title Defenses,Number of Tag Team Title Defenses,Royal Rumble Win,Money in the Bank Win,Number of Losses,Number of Single Losses,Number of Triple Threat Losses,Number of Fata Fourway Losses,Number of Tag Team Losses,Number of Single Title Losses,Number of Tag Team Title Losses,Overall Number of Matches,Date_Month,Positive Count,Neutral Count,Negative Count
1527,2023-06-26,No Title Match,No Title Match,6 Tag Team,Matt Riddle,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2023-06-01,1,0,0
1528,2023-06-26,No Title Match,No Title Match,6 Tag Team,Matt Riddle,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2023-06-01,4,0,0
1529,2023-06-26,No Title Match,No Title Match,6 Tag Team,Otis,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2023-06-01,0,1,0
1530,2023-06-26,No Title Match,No Title Match,6 Tag Team,Otis,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2023-06-01,3,0,0
1531,2023-06-26,No Title Match,No Title Match,Money in the Bank,Damian Priest,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2023-07-01,0,0,1
1532,2023-06-26,No Title Match,No Title Match,Money in the Bank,Damian Priest,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2023-06-01,0,0,2
1533,2023-06-26,No Title Match,No Title Match,Money in the Bank,Damian Priest,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2023-06-01,1,0,0
1534,2023-06-26,No Title Match,No Title Match,Money in the Bank,Damian Priest,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2023-06-01,0,0,1
1535,2023-06-26,No Title Match,No Title Match,Money in the Bank,Damian Priest,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2023-06-01,8,0,0
1536,2023-06-26,No Title Match,No Title Match,Money in the Bank,Damian Priest,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2023-06-01,6,0,0
1537,2023-06-26,No Title Match,No Title Match,Money in the Bank,Damian Priest,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2023-06-01,0,0,3
1538,2023-06-26,No Title Match,No Title Match,Money in the Bank,Damian Priest,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2023-06-01,0,0,2
1539,2023-06-26,No Title Match,No Title Match,Money in the Bank,Damian Priest,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2023-06-01,0,1,0
1540,2023-06-26,No Title Match,No Title Match,Money in the Bank,Iyo Sky,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,No Comment,0,0,0
1541,2023-06-26,No Title Match,No Title Match,Single Match,Austin Theory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,6,0,0
1542,2023-06-26,No Title Match,No Title Match,Single Match,Austin Theory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,0,2
1543,2023-06-26,No Title Match,No Title Match,Single Match,Austin Theory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,1,0
1544,2023-06-26,No Title Match,No Title Match,Single Match,Austin Theory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,3,0,0
1545,2023-06-26,No Title Match,No Title Match,Single Match,Austin Theory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,0,0,1
1546,2023-06-26,No Title Match,No Title Match,Single Match,Austin Theory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,1,0,0
1547,2023-06-26,No Title Match,No Title Match,Single Match,Bayley,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2023-06-01,0,0,1
1548,2023-06-26,No Title Match,No Title Match,Single Match,Becky Lynch,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2023-06-01,1,0,0
1549,2023-06-26,No Title Match,No Title Match,Single Match,Bronson Reed,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,No Comment,0,0,0
1550,2023-06-26,No Title Match,No Title Match,Single Match,Charlotte Flair,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,5,0,0
1551,2023-06-26,No Title Match,No Title Match,Single Match,Charlotte Flair,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,5,0,0
1552,2023-06-26,No Title Match,No Title Match,Single Match,Charlotte Flair,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,1,0,0
1553,2023-06-26,No Title Match,No Title Match,Single Match,Cody Rhodes,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2023-07-01,2,0,0
1554,2023-06-26,No Title Match,No Title Match,Single Match,Cody Rhodes,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2023-07-01,1,0,0
1555,2023-06-26,No Title Match,No Title Match,Single Match,Cody Rhodes,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2023-06-01,0,0,13
1556,2023-06-26,No Title Match,No Title Match,Single Match,Cody Rhodes,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2023-06-01,0,6,0
1557,2023-06-26,No Title Match,No Title Match,Single Match,Cody Rhodes,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2023-06-01,6,0,0
1558,2023-06-26,No Title Match,No Title Match,Single Match,Cody Rhodes,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2023-06-01,4,0,0
1559,2023-06-26,No Title Match,No Title Match,Single Match,Cody Rhodes,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2023-06-01,0,0,2
1560,2023-06-26,No Title Match,No Title Match,Single Match,Cody Rhodes,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2023-06-01,2,0,0
1561,2023-06-26,No Title Match,No Title Match,Single Match,Cody Rhodes,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2023-06-01,0,0,1
1562,2023-06-26,No Title Match,No Title Match,Single Match,Cody Rhodes,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2023-06-01,0,1,0
1563,2023-06-26,No Title Match,No Title Match,Single Match,Cody Rhodes,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2023-06-01,0,1,0
1564,2023-06-26,No Title Match,No Title Match,Single Match,Cody Rhodes,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2023-06-01,0,0,3
1565,2023-06-26,No Title Match,No Title Match,Single Match,Cody Rhodes,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2023-06-01,2,0,0
1566,2023-06-26,No Title Match,No Title Match,Single Match,Dominik Mysterio,4,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,2023-06-01,0,0,2
1567,2023-06-26,No Title Match,No Title Match,Single Match,Dominik Mysterio,4,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,2023-06-01,1,0,0
1568,2023-06-26,No Title Match,No Title Match,Single Match,Finn Bálor,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,2023-07-01,4,0,0
1569,2023-06-26,No Title Match,No Title Match,Single Match,Finn Bálor,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,2023-07-01,0,0,2
1570,2023-06-26,No Title Match,No Title Match,Single Match,Finn Bálor,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,2023-07-01,0,1,0
1571,2023-06-26,No Title Match,No Title Match,Single Match,Finn Bálor,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,2023-06-01,0,0,1
1572,2023-06-26,No Title Match,No Title Match,Single Match,Finn Bálor,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,2023-06-01,0,0,2
1573,2023-06-26,No Title Match,No Title Match,Single Match,Gunther,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,1,0,0
1574,2023-06-26,No Title Match,No Title Match,Single Match,Gunther,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,0,0,1
1575,2023-06-26,No Title Match,No Title Match,Single Match,Gunther,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,2,0,0
1576,2023-06-26,No Title Match,No Title Match,Single Match,Gunther,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,0,0,1
1577,2023-06-26,No Title Match,No Title Match,Single Match,JD McDonagh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,0,0,1
1578,2023-06-26,No Title Match,No Title Match,Single Match,Katana Chance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No Comment,0,0,0
1579,2023-06-26,No Title Match,No Title Match,Single Match,Lyra Valkyria,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,0,0,1
1580,2023-06-26,No Title Match,No Title Match,Single Match,Raquel Rodriguez,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,No Comment,0,0,0
1581,2023-06-26,No Title Match,No Title Match,Single Match,Rey Mysterio,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,2,0
1582,2023-06-26,No Title Match,No Title Match,Single Match,Rey Mysterio,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,1,0,0
1583,2023-06-26,No Title Match,No Title Match,Single Match,Rey Mysterio,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,0,0,1
1584,2023-06-26,No Title Match,No Title Match,Single Match,Rey Mysterio,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,1,0,0
1585,2023-06-26,No Title Match,No Title Match,Single Match,Ricochet,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,2023-07-01,2,0,0
1586,2023-06-26,No Title Match,No Title Match,Single Match,Ronda Rousey,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No Comment,0,0,0
1587,2023-06-26,No Title Match,No Title Match,Single Match,Sheamus,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2023-07-01,1,0,0
1588,2023-06-26,No Title Match,No Title Match,Single Match,Sheamus,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2023-06-01,2,0,0
1589,2023-06-26,No Title Match,No Title Match,Single Match,Solo Sikoa,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2023-07-01,1,0,0
1590,2023-06-26,No Title Match,No Title Match,Single Match,Solo Sikoa,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2023-06-01,14,0,0
1591,2023-06-26,No Title Match,No Title Match,Single Match,Solo Sikoa,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2023-06-01,0,4,0
1592,2023-06-26,No Title Match,No Title Match,Single Match,Solo Sikoa,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2023-06-01,0,0,3
1593,2023-06-26,No Title Match,No Title Match,Single Match,Solo Sikoa,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2023-06-01,2,0,0
1594,2023-06-26,No Title Match,No Title Match,Tag Team,Butch,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No Comment,0,0,0
1595,2023-06-26,No Title Match,No Title Match,Tag Team,Jey Uso,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,2,0,0
1596,2023-06-26,No Title Match,No Title Match,Tag Team,Jey Uso,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,1,0,0
1597,2023-06-26,No Title Match,No Title Match,Tag Team,Jey Uso,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,0,1
1598,2023-06-26,No Title Match,No Title Match,Tag Team,Jey Uso,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,3,0,0
1599,2023-06-26,No Title Match,No Title Match,Tag Team,Jey Uso,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,1,0,0
1600,2023-06-26,No Title Match,No Title Match,Tag Team,Jey Uso,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,0,0,1
1601,2023-06-26,No Title Match,No Title Match,Tag Team,Jey Uso,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,0,0,1
1602,2023-06-26,No Title Match,No Title Match,Tag Team,Jimmy Uso,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,2,0,0
1603,2023-06-26,No Title Match,No Title Match,Tag Team,Jimmy Uso,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,0,0,1
1604,2023-06-26,No Title Match,No Title Match,Tag Team,Ridge Holland,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No Comment,0,0,0
1605,2023-06-26,No Title Match,No Title Match,Triple Threat,Butch,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No Comment,0,0,0
1606,2023-06-26,No Title Match,No Title Match,Triple Threat,Charlotte Flair,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,5,0,0
1607,2023-06-26,No Title Match,No Title Match,Triple Threat,Charlotte Flair,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,5,0,0
1608,2023-06-26,No Title Match,No Title Match,Triple Threat,Charlotte Flair,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,1,0,0
1609,2023-06-26,WWE Intercontinental Championship,still champion,Single Match,Gunther,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,1,0,0
1610,2023-06-26,WWE Intercontinental Championship,still champion,Single Match,Gunther,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,0,0,1
1611,2023-06-26,WWE Intercontinental Championship,still champion,Single Match,Gunther,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,2,0,0
1612,2023-06-26,WWE Intercontinental Championship,still champion,Single Match,Gunther,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,0,0,1
1613,2023-06-26,WWE Raw Tag Team Championship WWE Smackdown Tag Team Championship,still champion,Tag Team, Sami Zayn,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,No Comment,0,0,0
1614,2023-06-26,WWE Raw Tag Team Championship WWE Smackdown Tag Team Championship,still champion,Tag Team,Kevin Owens,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,No Comment,0,0,0
1615,2023-06-26,WWE United States Championship,still champion,Single Match,Austin Theory,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,6,0,0
1616,2023-06-26,WWE United States Championship,still champion,Single Match,Austin Theory,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,0,2
1617,2023-06-26,WWE United States Championship,still champion,Single Match,Austin Theory,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,1,0
1618,2023-06-26,WWE United States Championship,still champion,Single Match,Austin Theory,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,3,0,0
1619,2023-06-26,WWE United States Championship,still champion,Single Match,Austin Theory,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,0,0,1
1620,2023-06-26,WWE United States Championship,still champion,Single Match,Austin Theory,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,1,0,0
1621,2023-06-26,WWE United States Championship,still champion,Triple Threat,Austin Theory,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,6,0,0
1622,2023-06-26,WWE United States Championship,still champion,Triple Threat,Austin Theory,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,0,2
1623,2023-06-26,WWE United States Championship,still champion,Triple Threat,Austin Theory,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,1,0
1624,2023-06-26,WWE United States Championship,still champion,Triple Threat,Austin Theory,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,3,0,0
1625,2023-06-26,WWE United States Championship,still champion,Triple Threat,Austin Theory,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,0,0,1
1626,2023-06-26,WWE United States Championship,still champion,Triple Threat,Austin Theory,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-06-01,1,0,0
1627,2023-06-26,WWE Women's Championship (2016),still champion,Single Match,Asuka,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2023-07-01,4,0,0
1628,2023-06-26,WWE Women's Championship (2016),still champion,Single Match,Asuka,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2023-06-01,2,0,0
1629,2023-06-26,WWE Women's World Title,still champion,Single Match,Rhea Ripley,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2023-07-01,1,0,0
1630,2023-06-26,WWE Women's World Title,still champion,Single Match,Rhea Ripley,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2023-06-01,3,0,0
1631,2023-06-26,WWE Women's World Title,still champion,Single Match,Rhea Ripley,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2023-06-01,2,0,0
1632,2023-06-26,WWE Womens Tag Team Championship,new champion,Tag Team,Liv Morgan,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,No Comment,0,0,0
1633,2023-06-26,WWE Womens Tag Team Championship,new champion,Tag Team,Raquel Rodriguez,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,No Comment,0,0,0
1634,2023-06-26,WWE World Heavyweight Championship,still champion,Single Match,Seth Rollins,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2023-07-01,2,0,0
1635,2023-06-26,WWE World Heavyweight Championship,still champion,Single Match,Seth Rollins,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2023-07-01,1,0,0
1636,2023-06-26,WWE World Heavyweight Championship,still champion,Single Match,Seth Rollins,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2023-06-01,1,0,0
1637,2023-06-26,WWE World Heavyweight Championship,still champion,Single Match,Seth Rollins,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2023-06-01,0,0,1
1638,2023-06-26,WWE World Heavyweight Championship,still champion,Single Match,Seth Rollins,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2023-06-01,0,0,1
1639,2023-06-26,WWE World Heavyweight Championship,still champion,Single Match,Seth Rollins,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2023-06-01,4,0,0
1640,2023-06-26,WWE World Heavyweight Championship,still champion,Single Match,Seth Rollins,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2023-06-01,3,0,0
1641,2023-06-26,WWE World Heavyweight Championship,still champion,Single Match,Seth Rollins,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2023-06-01,0,0,3
1642,2023-06-26,WWE World Heavyweight Championship,still champion,Single Match,Seth Rollins,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2023-06-01,0,0,3
1643,2023-07-03,No Title Match,No Title Match,6 Tag Team,Chad Gable,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,No Comment,0,0,0
1644,2023-07-03,No Title Match,No Title Match,6 Tag Team,Maxxine Dupri,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,1,0
1645,2023-07-03,No Title Match,No Title Match,6 Tag Team,Otis,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,0,1
1646,2023-07-03,No Title Match,No Title Match,6 Tag Team,Otis,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,1,0
1647,2023-07-03,No Title Match,No Title Match,Single Match,AJ Styles,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,1,0,0
1648,2023-07-03,No Title Match,No Title Match,Single Match,AJ Styles,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,1,0,0
1649,2023-07-03,No Title Match,No Title Match,Single Match,Apollo Crews,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No Comment,0,0,0
1650,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,2,0,0
1651,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,1,0,0
1652,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,1,0,0
1653,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,5,0,0
1654,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,0,4
1655,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,3,0,0
1656,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,0,2
1657,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,1,0,0
1658,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,0,1
1659,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,1,0
1660,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,1,0
1661,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,15,0,0
1662,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,7,0,0
1663,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,0,4
1664,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,3,0
1665,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,1,0,0
1666,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,0,1
1667,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,1,0
1668,2023-07-03,No Title Match,No Title Match,Single Match,Damian Priest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,1,0
1669,2023-07-03,No Title Match,No Title Match,Single Match,Edge,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,2,0,0
1670,2023-07-03,No Title Match,No Title Match,Single Match,Edge,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,1,0,0
1671,2023-07-03,No Title Match,No Title Match,Single Match,JD McDonagh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No Comment,0,0,0
1672,2023-07-03,No Title Match,No Title Match,Single Match,Matt Riddle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,0,1
1673,2023-07-03,No Title Match,No Title Match,Single Match,Seth Rollins,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,3,0,0
1674,2023-07-03,No Title Match,No Title Match,Single Match,Seth Rollins,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,2,0,0
1675,2023-07-03,No Title Match,No Title Match,Single Match,Seth Rollins,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,0,1
1676,2023-07-03,No Title Match,No Title Match,Single Match,Seth Rollins,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,3,0,0
1677,2023-07-03,No Title Match,No Title Match,Single Match,Seth Rollins,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,0,1
1678,2023-07-03,No Title Match,No Title Match,Single Match,Seth Rollins,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,0,1
1679,2023-07-03,No Title Match,No Title Match,Single Match,Seth Rollins,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,7,0,0
1680,2023-07-03,No Title Match,No Title Match,Single Match,Seth Rollins,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,5,0,0
1681,2023-07-03,No Title Match,No Title Match,Single Match,Seth Rollins,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,0,4
1682,2023-07-03,No Title Match,No Title Match,Single Match,Seth Rollins,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,0,3
1683,2023-07-03,No Title Match,No Title Match,Single Match,Seth Rollins,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,1,0,0
1684,2023-07-03,No Title Match,No Title Match,Single Match,Seth Rollins,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-07-01,0,1,0
